ClientID,Location,NumAccounts,SavingsBalance,CheckingBalance,InvestmentBalance,TransactionFrequency,TransactionVolume,CreditScore,Tenure,ChurnHistory,Complaints,MarketingResponse
3121,Chicago,4,21796,4820,100522,7,47,778,4,No,2,No
3122,Houston,5,44117,2518,103873,13,43,621,10,Yes,0,Yes
3123,New York,5,5451,14872,23760,9,37,779,7,No,2,No
3124,Chicago,1,29274,18798,42557,18,23,795,1,Yes,2,No
3125,Houston,1,31836,27173,103867,7,24,724,6,No,1,Yes
3126,Dallas,5,19296,11098,98711,8,31,762,1,No,1,Yes
3127,Houston,3,14872,1836,122180,5,41,669,7,No,0,No
3128,Houston,3,13492,24957,179900,17,51,777,6,Yes,1,Yes
3129,Houston,6,39109,27194,97048,5,38,795,4,No,0,Yes
3130,New York,6,12508,5271,165589,10,22,631,2,Yes,1,Yes
3131,Chicago,4,46770,9924,75397,18,58,701,3,Yes,1,Yes
3132,New York,5,11428,20042,13305,9,42,732,10,Yes,3,No
3133,Dallas,2,40105,27109,137137,8,44,801,1,Yes,2,Yes
3134,New York,6,36132,8237,45796,18,22,693,8,Yes,3,Yes
3135,Houston,2,47964,8246,130088,19,21,629,2,No,3,Yes
3136,Chicago,3,28046,9753,58321,17,49,675,1,Yes,0,No
3137,Dallas,1,2830,29744,172081,5,40,724,9,No,2,No
3138,Houston,2,31400,11096,196570,14,58,731,9,Yes,1,Yes
3139,Houston,6,44957,15172,66336,7,23,848,7,No,2,No
3140,Chicago,4,14141,10901,163594,7,43,697,3,No,0,Yes
3141,New York,2,36923,27109,105609,9,55,764,2,No,3,No
3142,Dallas,1,30014,9878,10196,13,53,736,3,Yes,3,No
3143,Chicago,5,47366,8574,25033,17,27,717,7,No,3,Yes
3144,Dallas,1,10808,22902,147679,11,29,714,6,Yes,1,Yes
3145,Chicago,5,3211,7299,173690,17,23,731,10,No,3,No
3146,Dallas,6,21406,15098,36936,13,35,730,9,No,3,No
3147,Chicago,4,32818,11563,60583,5,46,695,10,No,1,No
3148,New York,6,18194,29220,16080,14,36,792,10,No,1,Yes
3149,Dallas,4,48646,17009,31079,15,21,686,3,Yes,0,No
3150,New York,1,4454,12538,51198,16,43,769,9,Yes,3,No
3151,Houston,4,48155,16902,62607,15,22,794,9,Yes,2,Yes
3152,Dallas,6,13424,4241,46620,10,41,743,8,Yes,2,No
3153,Chicago,6,25765,6542,87092,14,43,790,9,Yes,0,No
3154,Dallas,1,18788,25082,192052,20,26,676,6,No,3,No
3155,Houston,3,27298,6161,46720,16,36,815,8,No,1,Yes
3156,Houston,3,48918,26222,148511,10,21,622,3,No,0,Yes
3157,Houston,3,12068,2656,136464,16,45,779,5,Yes,0,No
3158,Chicago,1,31697,26462,154072,9,24,618,6,Yes,2,Yes
3159,Dallas,4,29446,9828,188341,9,33,648,4,Yes,0,Yes
3160,Chicago,5,37211,25870,58457,5,29,747,4,No,1,Yes
3161,New York,1,41716,16369,15219,19,21,752,6,Yes,1,Yes
3162,New York,1,42919,24318,115724,14,25,630,8,No,2,Yes
3163,Chicago,3,14462,17582,149145,11,49,818,2,Yes,2,Yes
3164,Dallas,1,20170,3802,15487,16,30,706,9,No,1,Yes
3165,Chicago,4,38837,6414,165205,17,20,814,6,No,2,No
3166,Chicago,3,36509,15249,143814,6,23,738,5,Yes,3,No
3167,Houston,2,35179,26453,46982,12,41,728,3,No,1,No
3168,Dallas,3,28198,22330,93251,6,59,617,5,Yes,2,No
3169,Chicago,5,9019,27249,150402,7,60,606,7,Yes,3,No
3170,Chicago,1,11864,8734,126590,14,25,828,1,Yes,0,No
3171,Houston,2,13352,23101,45395,12,24,780,10,No,3,No
3172,Dallas,1,23602,12941,32525,19,53,704,5,No,3,Yes
3173,Chicago,1,7612,10263,46273,12,58,603,10,No,0,No
3174,New York,3,23921,7313,97636,11,30,785,9,Yes,3,Yes
3175,New York,2,19421,7008,120818,5,28,789,2,No,3,No
3176,Houston,1,12084,24059,34776,20,50,603,8,Yes,0,No
3177,Dallas,1,16924,22491,136658,13,31,629,2,No,3,No
3178,Chicago,3,7684,29994,22558,13,31,786,2,No,2,No
3179,New York,6,30622,6094,26449,9,56,660,7,Yes,0,Yes
3180,Houston,2,48889,5251,185637,12,45,835,5,Yes,2,Yes
3181,Chicago,6,41486,29201,154952,20,27,696,9,No,1,Yes
3182,Dallas,3,33716,21409,156123,13,57,732,3,Yes,0,Yes
3183,Dallas,4,14839,11197,122036,5,33,775,4,Yes,1,No
3184,Houston,1,40229,11191,140727,10,54,826,10,Yes,1,No
3185,Chicago,1,48791,23099,178382,6,52,664,10,Yes,2,Yes
3186,New York,6,37821,26366,185316,20,38,738,4,No,0,No
3187,Dallas,5,16291,9001,27569,20,57,757,1,Yes,1,Yes
3188,Chicago,1,6444,27873,163498,12,51,718,2,No,0,Yes
3189,Houston,1,14193,5746,154534,6,24,644,9,Yes,3,No
3190,New York,3,20256,16504,43826,13,47,712,8,No,1,Yes
3191,Chicago,1,28177,1615,187040,19,48,758,10,Yes,1,No
3192,Dallas,5,48808,13227,67131,11,24,744,8,No,2,No
3193,New York,1,38358,1311,111806,5,57,820,6,No,0,No
3194,Dallas,4,13615,14328,131552,9,34,819,3,No,0,Yes
3195,Chicago,6,44599,29443,103655,5,27,668,6,Yes,1,No
3196,New York,3,47498,15292,197616,16,33,781,4,Yes,1,No
3197,Dallas,3,21126,19764,94602,12,38,733,1,No,2,Yes
3198,Houston,6,4261,11222,13412,5,53,643,8,No,2,Yes
3199,Chicago,6,18851,2387,136583,19,23,839,1,No,3,Yes
3200,New York,5,13934,19103,147257,16,59,646,3,No,0,Yes
3201,Chicago,6,14624,20356,48462,17,27,723,9,No,3,Yes
3202,Houston,5,11706,24280,170463,14,56,625,9,No,2,No
3203,Houston,6,37610,13389,26335,20,42,780,7,Yes,3,Yes
3204,New York,1,6798,25684,127200,5,36,654,8,No,2,No
3205,Chicago,6,13773,25130,10777,8,24,818,2,Yes,0,No
3206,Dallas,3,40280,26285,107499,11,37,704,9,Yes,2,No
3207,Chicago,5,13909,22508,105681,10,41,679,6,Yes,2,No
3208,Houston,6,32928,9833,117043,13,41,666,3,Yes,1,No
3209,Dallas,6,11943,12225,119231,20,36,704,7,No,0,No
3210,Chicago,1,10932,22009,99099,10,24,769,5,Yes,2,No
3211,Houston,3,41298,23751,157776,5,38,758,7,Yes,2,No
3212,New York,5,47532,4336,87513,5,41,621,8,No,1,No
3213,Houston,2,27366,2415,53601,19,40,679,4,Yes,3,No
3214,Chicago,4,25058,29277,11048,12,48,666,8,Yes,1,No
3215,Dallas,1,32733,21263,184910,19,59,788,1,Yes,3,No
3216,Dallas,4,35666,7301,13234,6,45,743,9,Yes,2,No
3217,Houston,1,26488,12349,91833,9,37,636,2,Yes,2,No
3218,New York,2,12624,3334,139911,11,32,846,8,No,3,No
3219,Chicago,3,45712,25745,162195,7,52,792,2,No,2,No
3220,Dallas,5,23230,5357,86996,12,43,842,3,Yes,2,Yes
3221,Chicago,4,44329,26172,47936,10,59,806,8,Yes,0,Yes
3222,New York,3,47641,14460,85107,12,49,730,9,No,0,No
3223,Chicago,6,17520,22367,163166,13,38,639,1,Yes,0,No
3224,Houston,1,42303,22007,65440,6,58,827,8,No,0,Yes
3225,Chicago,4,36374,4191,103508,20,25,650,7,Yes,3,No
3226,Chicago,4,4164,28405,78273,5,35,770,1,No,1,No
3227,Dallas,5,18615,24247,147306,6,38,714,8,No,3,Yes
3228,Chicago,1,37461,25749,40026,6,23,841,7,No,3,Yes
3229,Dallas,1,23506,26604,170792,13,47,836,6,Yes,2,No
3230,Houston,4,32054,21569,129704,12,27,643,8,Yes,3,No
3231,Dallas,6,45574,15007,53949,13,49,775,5,No,2,No
3232,Chicago,6,49987,10032,49420,16,34,764,5,No,0,Yes
3233,Chicago,1,25944,8548,93124,20,29,692,1,Yes,2,Yes
3234,New York,4,33214,20165,17463,5,48,838,3,No,0,Yes
3235,Chicago,1,19528,11609,170632,12,23,722,6,Yes,2,No
3236,Houston,1,4828,10677,73774,15,35,637,2,Yes,3,No
3237,Chicago,6,17106,8818,110326,18,49,674,9,Yes,0,No
3238,New York,4,21659,10403,88308,7,44,620,6,Yes,2,Yes
3239,Houston,4,22751,4802,63354,17,58,691,8,Yes,3,Yes
3240,Dallas,1,33527,26411,194677,13,60,745,8,Yes,2,Yes
3241,Houston,6,14153,11922,67050,15,30,710,3,Yes,2,No
3242,Dallas,4,10603,1832,130719,9,39,815,9,No,0,Yes
3243,New York,1,26655,13004,82642,20,30,609,4,Yes,3,Yes
3244,Houston,1,14547,10847,21218,5,56,698,6,No,0,Yes
3245,Houston,1,7966,14719,138248,5,38,735,3,No,0,Yes
3246,Chicago,4,38616,6098,140585,6,29,702,5,No,0,No
3247,Houston,4,1778,23871,137593,19,56,804,5,No,2,No
3248,Houston,5,14966,4819,57357,8,36,606,7,Yes,1,No
3249,New York,5,21523,28883,59862,18,27,687,6,No,3,Yes
3250,New York,2,23649,15936,83783,19,55,674,5,No,3,Yes
3251,New York,3,40127,10251,80940,7,59,607,6,No,2,No
3252,Dallas,3,9035,9437,149898,8,47,632,10,No,0,No
3253,Dallas,4,34129,25285,27680,11,45,821,2,Yes,1,Yes
3254,New York,6,11506,23332,65631,18,60,692,8,No,1,Yes
3255,Houston,6,34257,21762,120268,7,42,685,8,No,3,No
3256,Houston,1,21151,6682,54946,10,45,611,4,Yes,1,No
3257,Chicago,3,19537,19194,116326,9,36,811,10,No,3,Yes
3258,Dallas,3,16815,1421,88954,20,46,712,5,Yes,0,No
3259,Dallas,4,7664,20833,155915,13,43,767,9,Yes,0,Yes
3260,Chicago,2,15197,7410,33920,20,51,788,9,Yes,1,Yes
3261,Houston,2,30343,24464,19772,14,36,827,3,Yes,3,No
3262,Houston,1,3203,2509,130684,10,23,788,5,Yes,1,No
3263,New York,2,14947,22387,61815,13,42,769,10,No,3,Yes
3264,Dallas,5,32247,25531,93521,5,59,737,7,Yes,1,Yes
3265,Dallas,2,14417,4565,168542,13,45,631,8,No,3,No
3266,Chicago,2,5029,5456,29544,7,35,804,1,Yes,1,Yes
3267,Chicago,4,43744,9689,191572,8,37,780,3,Yes,2,Yes
3268,New York,5,34887,16679,68550,15,31,641,4,Yes,1,Yes
3269,Chicago,6,42917,14182,190120,7,24,785,3,Yes,0,Yes
3270,Dallas,6,7203,14510,18898,5,24,650,9,Yes,2,No
3271,Dallas,2,1438,7406,49165,10,34,626,7,Yes,0,No
3272,Chicago,2,42075,7346,96909,12,50,739,10,No,3,No
3273,Houston,5,33071,15535,129443,9,39,726,3,No,0,Yes
3274,Dallas,3,17610,26601,137561,10,41,612,7,No,1,Yes
3275,Dallas,6,46439,23010,66615,15,32,706,7,No,2,No
3276,Chicago,1,38926,16968,57343,10,28,799,7,No,2,No
3277,Chicago,4,10992,14377,57805,13,52,646,8,No,1,Yes
3278,New York,1,46986,26508,72954,7,60,608,6,No,2,No
3279,Chicago,3,9378,21536,59715,7,36,628,8,No,1,No
3280,Chicago,6,38150,21401,74420,11,25,634,5,Yes,0,Yes
3281,New York,4,43732,24342,47364,16,44,751,9,No,0,Yes
3282,Chicago,3,34028,27865,197382,19,46,807,10,No,3,Yes
3283,New York,2,17564,6991,21000,10,48,784,1,Yes,1,Yes
3284,Dallas,3,15109,11692,79550,19,42,692,8,Yes,1,Yes
3285,New York,4,39084,21182,56835,12,56,751,7,No,0,No
3286,Houston,5,42831,13539,116478,9,43,849,8,Yes,0,No
3287,Dallas,1,7229,3667,192070,15,57,657,6,Yes,3,No
3288,New York,3,1708,18821,128407,12,43,838,2,Yes,1,Yes
3289,Houston,4,36618,12887,24714,5,59,639,7,No,0,No
3290,Dallas,3,49841,26414,123647,5,26,788,1,No,3,Yes
3291,New York,5,18083,8020,28674,10,56,738,4,Yes,1,No
3292,Houston,5,7337,12162,160394,11,29,679,10,No,2,Yes
3293,Chicago,3,1490,17411,171146,12,25,660,2,Yes,1,No
3294,Dallas,5,16291,6878,22002,20,44,822,1,Yes,2,Yes
3295,Houston,1,48342,3865,60107,6,36,841,8,No,1,Yes
3296,Chicago,4,35429,6379,135151,12,41,704,10,No,2,Yes
3297,Chicago,3,11031,9626,130248,20,45,807,4,No,0,No
3298,Chicago,5,1320,10085,196941,7,34,649,6,No,3,No
3299,Chicago,1,2638,15751,86484,14,25,639,4,No,0,No
3300,Chicago,3,5570,26002,116036,11,29,722,6,No,1,Yes
3301,Houston,5,11078,26124,71861,17,43,825,5,No,0,Yes
3302,Dallas,4,45976,7671,35990,8,29,786,2,Yes,0,Yes
3303,Chicago,4,20744,2448,138800,5,35,734,3,No,3,No
3304,Dallas,2,18660,10673,142251,8,57,800,7,No,0,Yes
3305,Dallas,6,41350,6890,40435,15,50,751,3,Yes,0,Yes
3306,Dallas,1,23463,23215,71298,6,35,638,9,Yes,0,No
3307,Dallas,1,24882,17332,170872,20,56,622,5,Yes,2,No
3308,New York,1,24644,28134,124885,20,45,776,8,No,2,Yes
3309,New York,5,22889,10494,42130,14,29,842,10,No,1,Yes
3310,New York,6,40459,29653,132092,7,30,823,2,Yes,0,Yes
3311,Houston,5,47059,14689,23788,7,52,769,5,No,2,No
3312,Houston,2,42766,20124,157013,19,43,672,5,Yes,3,Yes
3313,Dallas,2,49518,13452,93441,9,60,792,10,No,2,Yes
3314,Dallas,2,13916,10549,24967,17,41,826,4,Yes,0,Yes
3315,New York,5,3133,19034,153417,6,35,787,4,No,0,No
3316,Houston,4,3744,23864,83546,19,52,715,6,Yes,1,Yes
3317,Houston,6,19569,5392,150789,17,23,799,9,Yes,2,Yes
3318,New York,1,12398,15877,188006,18,29,712,6,Yes,0,No
3319,New York,2,49106,16591,71652,11,57,726,6,Yes,3,No
3320,New York,2,8320,28843,18877,19,50,766,7,Yes,1,No
3321,Houston,6,11055,23809,68157,6,37,652,1,Yes,2,No
3322,Houston,6,42228,1863,132650,20,48,847,2,No,2,Yes
3323,Houston,5,20329,21828,77642,14,25,710,1,No,3,No
3324,Chicago,5,19493,11395,122849,19,56,684,9,No,1,Yes
3325,Houston,5,14188,2271,168800,13,58,797,10,Yes,1,No
3326,Houston,4,16777,27616,127321,17,21,718,7,No,2,Yes
3327,Houston,4,40732,14107,95057,17,57,619,8,No,1,Yes
3328,Houston,2,45571,14576,35206,8,45,831,6,Yes,3,Yes
3329,Houston,4,23759,20767,37683,19,26,850,5,Yes,1,Yes
3330,Chicago,4,32452,2999,56581,9,25,766,4,No,3,No
3331,New York,3,45582,28996,30743,7,28,784,5,Yes,0,Yes
3332,Chicago,4,36599,22942,100199,11,39,613,1,Yes,2,Yes
3333,Dallas,6,41524,21631,74552,8,54,843,3,Yes,0,Yes
3334,Houston,2,19525,21929,93798,5,54,608,2,No,1,No
3335,Chicago,6,36923,18644,117251,7,27,788,3,No,3,No
3336,Dallas,4,25927,12874,128644,13,37,715,2,Yes,2,Yes
3337,New York,2,43102,6035,15430,14,51,622,1,Yes,1,Yes
3338,Dallas,2,25700,28139,122515,13,40,722,6,No,2,No
3339,Houston,4,27999,24067,165777,16,26,662,3,Yes,3,Yes
3340,New York,1,41249,23278,98012,14,37,658,6,No,3,No
3341,New York,4,41598,3637,132789,11,22,820,7,No,0,No
3342,Chicago,4,2032,27188,93233,16,49,675,6,Yes,1,Yes
3343,New York,6,12312,24045,58025,7,58,623,6,No,0,Yes
3344,Houston,1,30978,20599,17547,6,38,713,8,Yes,0,No
3345,Houston,2,7814,21122,127062,11,55,799,2,Yes,0,Yes
3346,Dallas,5,10230,14770,185076,13,46,831,10,Yes,0,Yes
3347,New York,4,11047,26532,27418,15,21,681,3,No,2,No
3348,New York,2,20090,7849,26794,19,58,703,1,No,0,No
3349,Houston,4,35751,6662,10958,13,43,744,6,Yes,3,No
3350,Dallas,3,23027,9818,184744,15,41,844,9,No,0,No
3351,Dallas,5,38619,5624,47264,6,44,798,5,Yes,2,No
3352,Chicago,2,17964,24791,171575,6,27,782,9,No,0,No
3353,Dallas,1,44147,13547,143932,14,28,830,9,No,1,Yes
3354,Dallas,5,1041,25303,72522,14,43,652,6,Yes,0,No
3355,Houston,1,48575,25230,98349,9,24,649,6,Yes,1,Yes
3356,Houston,2,27248,3479,155949,20,58,721,3,No,1,Yes
3357,Houston,3,31820,22520,26576,16,27,742,7,No,2,Yes
3358,Chicago,1,9874,29318,74905,20,58,724,4,Yes,2,Yes
3359,Chicago,4,33757,16961,55421,11,58,656,10,No,1,Yes
3360,Houston,2,42899,28212,63962,18,45,723,4,Yes,1,No
3361,Chicago,1,40007,4737,140408,17,48,673,7,No,3,No
3362,Houston,3,43495,5001,93232,7,26,702,5,No,3,Yes
3363,New York,1,2577,27340,170514,13,29,770,4,Yes,0,Yes
3364,Chicago,5,27580,8941,42592,6,56,731,8,Yes,2,Yes
3365,New York,6,42384,3279,116710,8,20,664,6,No,3,No
3366,New York,5,46256,11534,144876,7,33,798,6,Yes,0,No
3367,Houston,4,5585,26093,96846,20,42,646,9,Yes,2,Yes
3368,Chicago,3,28341,16484,29822,8,23,663,5,Yes,1,Yes
3369,Dallas,3,28314,13934,119773,10,34,752,3,Yes,3,No
3370,New York,4,17529,12643,110615,7,31,777,7,Yes,3,No
3371,Houston,6,27422,11668,199973,12,52,775,8,No,1,No
3372,Houston,6,27023,16911,148222,8,20,685,3,Yes,1,No
3373,Dallas,3,42380,28772,191634,7,43,616,6,No,1,Yes
3374,Chicago,4,5130,10752,119127,7,44,787,9,No,3,Yes
3375,Chicago,4,19150,12618,18906,16,33,775,8,No,2,Yes
3376,Houston,1,14301,23310,168452,20,60,732,6,No,3,No
3377,Chicago,1,14474,25371,188091,14,45,714,3,Yes,3,Yes
3378,Dallas,2,46263,6391,10130,6,42,778,2,No,2,Yes
3379,Dallas,6,48580,19560,29017,14,22,629,10,Yes,1,Yes
3380,New York,1,37092,29908,12184,9,54,694,6,No,3,No
3381,Dallas,2,24169,19360,35364,20,56,634,9,No,1,Yes
3382,New York,5,16383,21813,69383,14,35,617,2,No,0,No
3383,Chicago,4,23854,10394,26669,12,49,693,4,No,1,No
3384,Chicago,2,16118,19444,194912,12,53,704,6,No,3,Yes
3385,Houston,1,45377,8013,16036,7,26,827,4,Yes,0,No
3386,New York,3,13435,19922,57655,14,47,832,2,No,1,No
3387,Chicago,4,8999,13940,25233,10,27,709,9,Yes,1,No
3388,New York,4,25558,3435,176565,5,30,666,2,No,2,Yes
3389,New York,4,2291,10914,74668,12,41,840,3,No,0,Yes
3390,Dallas,1,1406,20146,69021,15,37,732,9,Yes,1,No
3391,Houston,2,8015,19167,110130,13,37,733,8,Yes,0,No
3392,Chicago,4,30063,25692,166704,8,40,839,2,No,0,No
3393,Houston,5,4911,25102,139671,12,31,711,4,No,1,No
3394,Houston,5,25942,20729,74803,18,27,765,8,Yes,0,Yes
3395,Dallas,6,16337,19302,111618,14,43,652,6,Yes,0,No
3396,New York,5,19442,3722,37104,11,54,662,8,No,3,No
3397,Dallas,5,20304,7202,126371,13,60,630,3,Yes,3,Yes
3398,Dallas,5,31119,17562,125552,10,57,801,5,No,2,Yes
3399,New York,6,41739,19890,173534,16,26,618,10,Yes,2,No
3400,Houston,6,47738,14499,162604,6,57,827,4,No,2,No
3401,Dallas,3,39487,11319,49379,16,49,676,5,No,0,Yes
3402,New York,1,11555,13639,162271,14,30,781,10,Yes,2,No
3403,New York,3,48760,9191,22847,20,37,688,9,No,2,No
3404,New York,4,4709,13776,57222,17,24,766,6,Yes,2,Yes
3405,Chicago,6,31655,28801,32078,17,49,807,5,Yes,2,No
3406,Houston,1,39236,3203,66342,17,38,675,7,No,0,No
